type,cat,title,author,pub_date,tags,volume
영상,조직,피드백은 과학이다,김성남,2025-02-14,#피드백#리더십과 커뮤니케이션#조직몰입,
아티클,생각,팀장 7년의 배움,권민정,2025-02-14,조직변화#구성원성장#리더십소신#######,10 min read
영상,생각,심리를 알면 리더십이 보인다 : 자기인식,트라이씨 심리경영연구소,2025-02-13,#정체성#자기인식#리더십의 본질,
아티클,관계,"1:1 미팅부터 코칭까지, 팀장이 알아야 할 핵심",김진영,2025-02-13,소통전략#코칭기술#멘토링활용,5 min read
아티클,성과,성과 압박이 팀장을 망친다? 희생증후군의 경고,박기찬,2025-02-12,희생증후군#성과압박#역할재정의#######,7 min read
영상,관계,"고연차 팀원, 도전인가? 기회인가?",권은숙,2025-02-12,# 성장 마인드셋#인구 트렌드#오픈과 협업,
영상,관계,우리팀에 금쪽이가 산다면,박소연 (작가),2025-02-11,#조직관리#전략적 커뮤니케이션#리더의 태도,
아티클,성과,팀장이 회계를 알 때와 모를 때,이승환,2025-02-11,회계지식#팀장리더십#성과관리,9 min read
아티클,조직,"고참 팀원과의 협업, 팀장이 알아야 할 3가지 비결",하수미,2025-02-10,포용적리더십#세대갈등#전문성활용,13 min read
영상,조직,실무자의 한계를 넘어서: 리더로 성장하는 법,유경철,2025-02-10,#리더의 역할#리더를 위한 리더#리더의 관계,
아티클,관계,"일 잘하는 사람 vs. 인정받는 사람, 차이는 조화력!",심윤섭,2025-02-07,팔로워십#조화와협력#상사와소통,10 min read
영상,조직,애자일 조직에서 리더의 역할,장은지,2025-02-07,#애자일 조직#리더의 역할#조직문화 구축,
영상,생각,고마우면서도 미운 사람 때문에 죄책감이 들 때,정문정,2025-02-06,#인간관계#감정수업#리더의 관계,
아티클,관계,“좋은 리더”라고 생각했는데… 팀원들은 다르게 본다?,박종규,2025-02-06,신뢰와 유연성#상황적 리더십#지각된 리더십,9 min read
영상,관계,역량 개선을 위한 '리더의 피드백 기법',박현정,2025-02-05,#고객만족#피드백#고객지향 조직,
아티클,관계,"자존감 빌런, 신입 리더의 첫 관문을 넘는 법",천그루숲,2025-02-05,자존감#빌런#리더십,9 min read
아티클,성과,말하기로 팀원들의 마음을 사로잡는 법,정연주,2025-02-04,리더십#말하기#건강한 권위#######,9 min read
영상,관계,친밀감을 높이는 리더의 화법,민승기,2025-02-04,#조직문화구축#리더십과 커뮤니케이션#우호성,
영상,생각,일론 머스크의 카리스마 리더십,문성후,2025-02-03,#리더를 위한 리더#정체성#일론 머스크,
아티클,조직,"명확한 소통의 새로운 정의, 리더십의 진화",김진영,2025-02-03,명확한 소통#브레인 라이팅#질문 중심#######,11 min read
아티클,인문,여왕벌 리더십의 비밀: 조직을 번성시키는 두 가지 핵심,장이권,2025-01-31,여왕벌리더십#조직운영#분업화,11 min read
영상,조직,'투명성 착각'을 어떻게 극복할 것인가,김성남,2025-01-31,#피드백#전략적 커뮤니케이션#리더의 태도,
아티클,생각,"리더의 선택, 영화로 배우는 리더십 인사이트",안병민,2025-01-24,진정성#비전#잠재력,12 min read
영상,경영,"꾸준한 프로덕트 개발과 사업확장, 팀스파르타",이범규,2025-01-24,#90년대생 CEO#혁신#팀스파르타,
영상,성과,위기를 기회로 바꾸는 5가지 프레임 전략,유경철,2025-01-23,#전략#프레임#리더의 태도,
아티클,관계,"승진은 됐고요, 그냥 00님이라고 불러주세요",변솔,2025-01-23,언보싱#Z세대리더십#맞춤형리더십#######,10 min read
아티클,생각,스타트 증후군에서 벗어나기,김희봉,2025-01-22,스타트증후군#리더십#팔로워십#######,10 min read
영상,경영,인구 충격은 곧 시장 혁신의 기회다,전영수,2025-01-22,#인구 트렌드#판매 전략#전략,
아티클,관계,신참 팀장에게 주는 ‘고연령 팀원 사용설명서’,TEO,2025-01-21,초임팀장#고연령팀원#리더십전략,12 min read
영상,조직,나는 리더로서 무엇을 우선순위로 여기는가?,박소연 (작가),2025-01-21,#정체성#자기인식#리더십의 본질,
아티클,조직,"팀장님, 퇴근 후 제발 행복해야 합니다",박진우,2025-01-20,리더의 감정#감정전염#퇴근 후 회복,9 min read
영상,관계,말하는 리더보다 듣는 리더가 성공한다,장한별,2025-01-20,#경청#조직문화구축#리더십과 커뮤니케이션,
영상,인문,"발명을 알아보는 통찰력, 일본군부와 2차 세계대전",이세환,2025-01-17,#밀리터리 세계사#리더십#리더의 통찰,
아티클,조직,리더의 길에서 마주하는 함정들,임재성,2025-01-17,투명성과 공정성#리더십 함정#한비자,8 min read
아티클,관계,당신은 어떤 팔로워인가,심윤섭,2025-01-16,팔로워십#열정#팀성과#######,9 min read
영상,생각,허무가 나를 짓누를 때,정문정,2025-01-16,#정체성#공간이야기#이진아기념도서관,
아티클,관계,리더가 품격 있게 화내는 법,부소윤,2025-01-15,분노관리#감정일기#품격있는 리더십,8 min read
영상,관계,자신만의 성을 쌓는 리더는 언젠가 무너지게 됩니다,태준열,2025-01-15,# 스키마#리더십과 커뮤니케이션#리더의 관계,
영상,경영,왜 실리콘밸리 경영자들은 격투기를 배우는가?,김용섭,2025-01-14,#변화#트렌드 인사이트#격투기,
아티클,성과,"적극성 vs 성실성, 리더의 선택은?",박진우,2025-01-14,적극성#성실성#리더십 관리,9 min read
아티클,관계,팀원들의 입을 여는 팀장의 말하기 전략,정연주,2025-01-13,심리적 안전감#말하기#리더십#######,9 min read
영상,성과,리더가 면담에서 성과를 높이는 비결,권은숙,2025-01-13,#성과평가#코칭전략#전략적 커뮤니케이션,
영상,경영,"위기의 순간, ‘근성’으로 리드하라",김성모,2025-01-10,#팀워크#근성론#코칭&성과관리,
아티클,조직,제갈공명의 장재(將才)편으로 배우는 팀장과 리더의 자질,도흥국,2025-01-10,상황별 리더십#통합적 리더십#제갈공명#######,10 min read
아티클,관계,"직장의 신인류, Z세대와 함께 일하기",하수미,2025-01-09,Z세대#세대융화#조직경쟁력,10 min read
영상,관계,당신은 심판인가? 코치인가?,김성남,2025-01-09,#피드백#전략적 커뮤니케이션#리더의 태도,
아티클,성과,"지속적으로 성장하는 리더의 비밀, 학습 민첩성",임창현,2025-01-08,학습민첩성#AI리더십#미래리더,10 min read
영상,조직,데이터 투명성으로 직원 자발성을 관리하라,강양석,2025-01-08,#의사결정#데이터 투명성#DATA LITERACY,
아티클,관계,리더에게 과거 성공이 더 위험한 이유,김현기,2025-01-07,리더십 자만#겸손한 리더#리더 실패,9 min read
영상,생각,리더의 품격을 높이는 감정 어휘력,민승기,2025-01-07,#리더십#화법#감정수업,
영상,관계,구성원을 춤추게 하는 칭찬의 힘,장한별,2025-01-06,#리더의 태도#조직문화 구축#칭찬방법,
아티클,성과,"OODA 루프, 현대 리더의 필수",박종규,2025-01-06,의사결정#경험학습#OODA루프,7 min read
아티클,성과,진린에게 건넨 뇌물이 수급(首級)인 이유,김진영,2025-01-03,성과지표#조직평가#이순신 리더십,8 min read
영상,관계,나보다 실력 있고 까칠한 팀원을 담아내는 법,태준열,2025-01-03,#리더십의 본질#리더의 관계#플레잉코치,
아티클,성과,"리더의 여정, 현업 팀장이 전하는 생생한 이야기",김상희,2025-01-02,성장전략#성과관리#팀장 리더십#######,8 min read
영상,조직,"미루는 직원, 성공으로 이끄는 리더십",권은숙,2025-01-02,#리더십과 커뮤니케이션#조직몰입#ARCS 이론,
아티클,조직,"퍼실리테이터 팀장, 왜 필요한가",박기찬,2024-12-31,퍼실리테이터#팀성과#리더십,7 min read
영상,조직,리더는 조직의 일과 에너지 관리자다 '일과 에너지',진원재,2024-12-31,#정체성#리더십의 본질#에너지 효율,
아티클,관계,세대를 넘어서는 리더십 언어,정연주,2024-12-30,세대론#팀장의 소통#권위와 신뢰,10 min read
영상,조직,"처음 팀장이 된 당신, 어떻게 팀을 이끌 것인가?",유경철,2024-12-30,#신뢰#전략적 커뮤니케이션#리더의 태도,
아티클,조직,"혁신의 리더십, 어떻게 실천하나요",안병민,2024-12-27,변화적응력#혁신 리더십#창의적 충돌#######,10 min read
영상,인문,목계지덕과 감정절제,김성회,2024-12-27,#목계지덕#인문경영#자기성찰,
아티클,성과,리더의 머리에서 구성원의 가슴으로,박광우,2024-12-26,동기부여#칭찬#비즈니스 파트너,10 min read
영상,인문,수평형 사고로 생각을 결합하라,김종원,2024-12-26,#창의적 사고#수평형 사고#문해력,
아티클,관계,"편애와 선호의 경계, 제대로 구분하고 있나요",김현기,2024-12-24,공정 리더십#편애#건전한 차별,10 min read
영상,관계,"People, Problem을 넘어 Process를 설계하라!",쟈스민 한,2024-12-24,#말의 공식#협상#인간관계 스킬업,
아티클,관계,"피드백을 잘하는 팀장의 말, 실전 편",정연주,2024-12-23,피드백#넷플릭스 4A#팀장의 태도#######,10 min read
영상,경영,위기로부터 자유로운 조직은 없다,김자영,2024-12-23,#위기관리#전략적 커뮤니케이션#대응 전략,
아티클,관계,팀원의 성품을 파악하는 방법,도흥국,2024-12-20,제갈공명#팀원 인성#리더십#######,11 min read
영상,인문,국회의원들은 왜 고함을 칠까?,임우진,2024-12-20,#소통방식#건축과 공간#보이지 않는 도시,
아티클,성과,팀 성과를 바꾸는 핵심행동은 무엇인가,정석훈,2024-12-19,핵심행동#정적강화#피드백,9 min read
영상,관계,방어적인 팀원들에게 어떻게 피드백할 것인가?,김성남,2024-12-19,#피드백#리더십과 커뮤니케이션#리더의 관계,
아티클,경영,팀 성과를 극대화하는 프롬프팅 가이드,안병민,2024-12-18,AI 협업#리더십 도구#프롬프트,9 min read
영상,생각,리더가 입어야 할 것은 명품이 아닌 품격이다,민승기,2024-12-17,#조직문화구축# 수평적 소통#리더의 태도,
아티클,조직,대퇴사 대해고시대 팀장의 역할,박종규,2024-12-17,대퇴사#조용한 퇴직#권한위임#######,10 min read
아티클,관계,"피드백, 비판이 아닌 성장의 대화로 만드는 법",정연주,2024-12-16,피드백#피드포워드#상향 피드백#######,8 min read
영상,생각,"충직, 성과와 사람이 따라오는 리더의 태도",문성후,2024-12-16,#정체성#충직#리더의 태도,
영상,인문,절차탁마와 1만시간의 법칙,김성회,2024-12-13,#인문경영#자기성찰#노력,
아티클,인문,세조는 왜 술자리 회식을 해야 했을까,윤형돈,2024-12-13,회식문화#역사에서 배우는 리더십#세조,12 min read
영상,관계,조직에 미치는 리더의 감정전염력,이동환,2024-12-12,#감정수업#리더의 관계#조직의 피로도,
아티클,생각,왜 탁월한 리더가 실패하는가,임창현,2024-12-12,리더십 디레일먼트#독성 리더십#강점의 함정,12 min read
아티클,생각,힘을 버려야 힘이 생긴다,안병민,2024-12-11,혁신 리더십#비움의 리더십#지속가능한 성장,9 min read
영상,관계,MZ세대에게 Yes를 이끌어내는 소통법,태준열,2024-12-11,#MZ세대# 소통 전략#조직문화 구축,
아티클,조직,"리더십의 함정, 지나친 공감이 부른 팀의 균열",이종현,2024-12-10,공감리더십#팀워크#리더 효과성,11 min read
영상,조직,침묵의 벽을 부수는 회의 기술,장한별,2024-12-10,# 심리적 안전감# 회의 문화#리더의 태도#리더십과 커뮤니케이션#조직문화 구축,
영상,조직,인재동력을 위한 강점에 집중하라,김봉준,2024-12-09,#인재주의#조직문화#인재밀도 높이기,
아티클,조직,"관객에서 주연으로, 임파워먼트가 빚어내는 조직 혁신",안병민,2024-12-09,권한위임#리더십#자발적 동기#######,12 min read
아티클,인문,강하지만 친절한 늑대 알파 수컷의 리더십,장이권,2024-12-06,팀워크#동물에게 배우는 리더십#헌신,6 min read
영상,조직,Z세대를 움직이는 원피스 리더십,유승철,2024-12-06,#Z세대#조직문화 구축#원피스,
영상,인문,읽히지 않으려면 제대로 읽어라,김종원,2024-12-05,#창의적 사고#가짜 뉴스#문해력,
아티클,조직,비보직 고경력자의 새로운 역할,김희봉,2024-12-05,조직 다양성#조직 세대 공존#비보직 고경력자,7 min read
영상,조직,"자율과 책임의 딜레마, 리더포비아",신유형,2024-12-04,# 잡크래프팅#조직문화 구축#리더포비아,
아티클,성과,우승을 빚어내는 리더의 조건,안병민,2024-12-04,형님 리더십#도전 문화#KIA 타이거즈,12 min read
아티클,조직,신임 팀장을 위한 HR팀 활용 메뉴얼,신성진,2024-12-03,신임 팀장#HRBP#팀 운영전략,8 min read
영상,관계,신뢰의 삼각형으로 성과를 내라,유경철,2024-12-03,#성과#신뢰#리더의 관계,
영상,관계,리더도 눈치가 있어야 한다,김은성,2024-12-02,#공감능력# 눈치#리더의 관계,
아티클,조직,"김팀장의 임파워링 리더십, 왜 박대리는 불안해했을까?",박진우,2024-12-02,임파워링 리더십#권한위임#의미감,13 min read
아티클,인문,"리더십, 한비자의 법, 세, 술로 세워라",임재성,2024-11-29,리더십#한비자#법치,8 min read
영상,인문,인사가 만사다! 한무제의 흉노정벌,이세환,2024-11-29,#한무제#밀리터리 세계사#리더십,
영상,생각,진시황의 진나라는 왜 15년 만에 멸망했나?,썬킴,2024-11-28,#진시황#리더십#역사 속 리더들,
아티클,관계,F보다 공감을 잘하는 T,박진우,2024-11-28,인지적 공감#정서적 공감#공감피로,10 min read
영상,관계,인간은 과연 합리적인 존재일까?,이현우,2024-11-27,#프레이밍#설득의 법칙#리더의 관계,
아티클,경영,"마케팅과 고객행복, 고객 삶에 스며드는 브랜딩",안병민,2024-11-27,브랜드 경험#리브랜딩#감정적 연결,9 min read
영상,관계,실패 없는 협상을 위한 문제해결력의 3가지 키워드,쟈스민 한,2024-11-26,#말의 공식#협상#인간관계 스킬업,
아티클,조직,"성장 기회가 부담스러운 팀원들, 그들이 진짜 원하는 건 뭘까",하수미,2024-11-26,경력개발#개인 브랜드#일과 삶의 균형#######,12 min read
영상,성과,효과적인 성과 면담을 위한 커뮤니케이션 스킬,최현진,2024-11-25,#성과평가#목표설정#면담 스킬,
아티클,생각,성군 세종대왕도 일주일에 하루는 교육을 받았다,김현기,2024-11-25,리더십 교육#리더의 무능#능력 기반 신뢰,9 min read
영상,인문,일반천금과 감사력,김성회,2024-11-22,#감사력#인문경영#자기성찰,
아티클,인문,자연 섭리에서 배우는 변화혁신 리더십,안병민,2024-11-22,변화혁신#팀장을 위한 노자#리더십,8 min read
아티클,관계,"관계의 노이즈를 넘어, 팀장의 말하기 재구성",정연주,2024-11-21,수평적 소통#소통의 기술#더닝크루거 효과#######,11 min read
영상,관계,눈과 머리로 그리는 글쓰기,강원국,2024-11-21,#글쓰기#리더의 관계#세상을 보는 법,
아티클,생각,"스티브 잡스부터 일론 머스크까지, 진짜 리더의 조건은?",박종규,2024-11-20,영향력#리더의 역할#자기성찰,9 min read
영상,관계,"리더의 공감력, 팀 성과를 좌우하다",권은숙,2024-11-20,# 코칭리더십#리더의 관계#휴브리스 증후군,
아티클,조직,"글로컬리즘부터 DEI까지, 리더가 알아야 할 조직 문화 트렌드",김지은,2024-11-19,다양성#포용성#글로컬리즘,12 min read
영상,관계,일을 '제대로' 맡기는 방법,장한별,2024-11-19,#존중#리더십과 커뮤니케이션#조직몰입,
영상,생각,로버트 아이거의 공명 리더십,문성후,2024-11-18,#리더를 위한 리더#정체성#공명리더십,
아티클,생각,"강점이 약점으로 변하는 순간, 리더십의 도전",박진우,2024-11-18,리더십#강점과 약점#자기인식,12 min read
영상,경영,"플랫폼 시대, 변화한 인재상을 주목하라",박희준,2024-11-15,#혁신#플랫포노베이션#플랫폼 시대,
아티클,인문,충신 김종서는 왜 역적이 됐을까,윤형돈,2024-11-15,권한 남용#역사에서 배우는 리더십#김종서,8 min read
아티클,조직,바쁜 리더도 놓치지 말아야 할 단 하나의 시간,장한별,2024-11-14,원온원#리더십#코칭,8 min read
영상,인문,질문의 본질을 파악하여 초격차를 만들어라,김종원,2024-11-14,#창의적 사고#문해력#질문법,
영상,생각,"배려, 일하고 싶은 조직을 만드는 힘",문성후,2024-11-13,#정체성#배려#리더의 태도,
아티클,경영,흑백요리사에게 배우는 마케팅 레시피,안병민,2024-11-13,STP전략#고객경험#흑백요리사,11 min read
아티클,성과,팀장에게 팔로워십은 왜 중요한가,심윤섭,2024-11-12,팔로워십#팀워크#조직문화#######,9 min read
영상,관계,리더의 수면부족이 조직에 끼치는 영향은?,이동환,2024-11-12,#숙면#감정수업#리더의 관계,
영상,조직,복잡성이 조직을 망친다,장은지,2024-11-11,#리셋하고 리드하라#복잡성 혁신#조직문화 구축,
아티클,관계,진정성은 어떻게 팀장들의 무기가 되는가,박종규,2024-11-11,진성리더십#리더십과 신뢰의 힘#신뢰 형성,12 min read
아티클,조직,"코끼리 가모장, 경험과 지식으로 무장한 리더십",장이권,2024-11-08,리더십#동물에게 배우는 리더십#경험과 지혜,7 min read
영상,조직,무엇이 혁신적 인재를 만드는가?,김봉준,2024-11-07,#인재주의#업무 환경#인재밀도 높이기,
아티클,조직,"정보와 신뢰로 만드는 팀의 혁명, 당신이 시작할 수 있다",정석훈,2024-11-07,협업#팀워크#사일로 현상,7 min read
영상,생각,리더가 알아야 할 의사결정의 기술,태준열,2024-11-06,#리더십#의사결정#1E3S 모델,
아티클,조직,스포츠 코치처럼 팀을 승리로 이끄는 법,박기찬,2024-11-06,코치형 리더십#팀 성과#WIIFM,9 min read
아티클,관계,"불안에서 자신감으로, 팀장을 위한 말하기 비법",정연주,2024-11-05,공적인 말하기#자기조절#긍정 감정,11 min read
영상,조직,"상반된 특성이 창조하는 혁신, 역설적 리더십",신유형,2024-11-05,#리더십# 역설적 리더십#인지적 유연성,
영상,관계,리더의 말하기: 짧고 명확하게 말하는 법,김은성,2024-11-04,#리더십# PREP#리더의 말하기,
아티클,생각,권한 없는 팀장이 만드는 기적,박진우,2024-11-04,리더십 심리학#동기부여#감사표현,11 min read
아티클,생각,리더는 슈퍼히어로가 아니다,휴넷리더십센터,2024-11-01,자기인식#휴넷오리지날#가면증후군#######,9 min read
영상,인문,독성 리더와 학포적린,김성회,2024-11-01,#인문경영#공자#자기성찰,
영상,생각,"미국인의 진정한 리더, 윌리엄 펜",썬킴,2024-10-31,#윌리엄 펜#리더십#역사 속 리더들,
아티클,생각,독단적 리더가 '침묵하는 조직'을 만든다,김현기,2024-10-31,독단적 리더십#침묵하는 조직#리더십 진단,11 min read
아티클,조직,드림잡을 만드는 적응형 리더십의 4A,윤지연,2024-10-30,드림잡#적응형 리더십#MZ세대,11 min read
영상,관계,"인품과 덕, '에토스'를 갖춰라",이현우,2024-10-30,#에토스#설득의 법칙#리더의 관계,
영상,생각,리드 헤이스팅스의 전략적 리더십,문성후,2024-10-29,#리더를 위한 리더#리드 헤이스팅스#정체성,
아티클,생각,"리더십 발휘, 상수보다 변수에서 찾아라",김희봉,2024-10-29,리더십 전략#시간관리#관계관리,7 min read
아티클,조직,"심리적 안전감, 과도하면 독이 된다",박진우,2024-10-28,심리적안전감#OBSE#조직관리,14 min read
영상,성과,Performance Leader로서 갖춰야 할 리더십,최현진,2024-10-28,#성과평가#목표설정#감성역량,
아티클,인문,바른생활 사나이가 상사에게 미움 받은 이유,윤형돈,2024-10-25,역사에서 배우는 리더십#조직 내 갈등#조광조#######,9 min read
영상,인문,"퍼스널 브랜딩의 선구자, 제임스 휘슬러",윤현희,2024-10-25,#제임스 휘슬러#삶의 통찰#심리학 미술관에 가다,
아티클,관계,소통이 어려운 팀장 : 3요 세대와의 대화 기술,이은주,2024-10-24,소통의 기술#MZ세대#경청,8 min read
영상,관계,목적과 질문으로 쓰기,강원국,2024-10-24,#글쓰기#리더의 관계#질문법,
영상,관계,요구를 넘어 욕구를 파악하라!,쟈스민 한,2024-10-23,#말의 공식#협상#인간관계 스킬업,
아티클,경영,위기는 조직을 어떻게 바꾸는가,조영탁,2024-10-23,당신의 팀은 괜찮습니까#변화#혁신,7 min read
아티클,경영,"엔론과 폭스바겐의 실패 해부학, 카리스마 리더십의 함정",안병민,2024-10-22,팀장을 위한 노자#카리스마 리더십#윤리경영,8 min read
영상,조직,성공적인 Work Diet를 위한 노하우,김남준,2024-10-22,#애자일 조직#work diet#조직문화 구축,
아티클,인문,"항우와 유방, 두 영웅의 장기판 초한 전쟁",김성곤,2024-10-21,역사에서 배우는 리더십#소통과협력#초한전쟁,13 min read
영상,생각,한 편의 이야기 같은 삶,박선웅,2024-10-21,#이야기#정체성#자기 이해,
영상,인문,당연해? 당연해!,박병하,2024-10-18,#문제해결 접근법#수학 인문을 말하다#의심,
아티클,인문,"니체가 말하는 리더, 가장 낮고 넓은 존재",강용수,2024-10-18,리더를 위한 인문학 가이드#니체#겸손의 리더십,10 min read
아티클,생각,주인이 아닌데 어떻게 주인의식을 갖나요,정석훈,2024-10-17,직원이 주인인 회사#자기결정성#잡크래프팅,8 min read
영상,조직,심리적 안전감을 올리는 대화법,김현정,2024-10-17,#부족한 리더#심리적 안전감#목적중심 조직,
아티클,관계,팀원을 귀 기울이게 하는 팀장의 말하기,정연주,2024-10-16,팀장의 말하기#공적 말하기#소통능력#######,9 min read
영상,생각,"개방, 위기를 혁신으로 만드는 한 끗",문성후,2024-10-16,#정체성#개방#리더의 태도,
아티클,생각,신임 팀장을 위협하는 도파민 중독,신성진,2024-10-15,리더의 성찰과 성장#신임팀장#리더십트랜지션,7 min read
영상,생각,이중성을 이해하는 리더만이 살아남는다 '양자역학',진원재,2024-10-15,#정체성#이중성#리더십의 본질,
영상,조직,누구를 위해 일해야 하는가?,장은지,2024-10-14,#고객 중심 사고#리셋하고 리드하라#조직문화 구축,
아티클,관계,왜 겸손함까지 갖춘 팀장이 되어야만 할까?,박종규,2024-10-14,겸손한 리더십의 힘#상향식 리더십#피드백 경청,12 min read
영상,경영,역사의 패권을 좌우한 지도력(地圖力),김이재,2024-10-11,#지도력#혁신#지도로 읽는 부와 권력의 미래,
아티클,관계,당신의 미소는 뒤센 스마일인가요?,이종현,2024-10-11,리더의 첫인상#유머감각#참조권력,20 min read
아티클,조직,팀장의 말이 팀의 문화를 만든다,정석훈,2024-10-10,팀장의 말하기#팀 문화 형성#비언어적소통,10 min read
영상,경영,정답이 아닌 문제에 집중하라,유영만,2024-10-10,#전략#강점#사업가의 경쟁력,
영상,조직,조직에 Fit한 인재를 채용하라,김봉준,2024-10-08,#인재 채용#인재주의#인재밀도 높이기,
아티클,성과,저성과자를 끌어안을 때 조직은 탁월해진다,김현정,2024-10-08,리더십과 신뢰의 힘#저성과자#직원성장#######,8 min read
영상,관계,"성장하는 조직, 리더의 긍정 인셉션",이동환,2024-10-07,#잠재의식# 성장가능성#긍정 인셉션#감정수업#리더의 관계,
아티클,생각,"똑부, 똑게? 당신의 리더십 유형은?",박진우,2024-10-07,성실한 리더십의 힘#조직관리#똑똑한리더,14 min read
영상,인문,우문현답의 진짜 의미는?,김성회,2024-10-04,#인문경영#자기성찰#리더의 질문,
아티클,조직,우리 팀은 민주적인가요?,홍헌영,2024-10-04,직원이 주인인 회사#주인의식#자발적참여,5 min read
영상,생각,"워렌 버핏, 로렌스 핑크의 윤리 리더십",문성후,2024-10-02,#리더를 위한 리더#정체성#윤리적 리더십,
아티클,생각,팀장으로서 나의 역할은 OOO입니다,박기찬,2024-10-02,리더의 역할#팀성과#리더십역량,11 min read
영상,인문,지능과 창의성은 상관관계가 있을까?,박성준,2024-09-30,#창의적 사고#창의성#후천적 노력,
아티클,관계,Z세대의 마음을 일터로 돌리기 위한 리더의 역할,장한별,2024-09-30,Z세대 리더십#동기부여#개별화리더십,10 min read
영상,인문,"자신을 정확히 아는 것의 힘, 렘브란트",윤현희,2024-09-27,#자기인식#삶의 통찰#심리학 미술관에 가다,
아티클,성과,보상은 창의성을 떨어뜨린다?,박진우,2024-09-27,창의적 조직의 비밀#인센티브#내적동기,10 min read
영상,생각,태생적 한계를 극복한 정조의 리더십,썬킴,2024-09-26,#리더십#소통의 리더십#역사 속 리더들,
아티클,조직,당신의 팀은 건강한가요?,정석훈,2024-09-26,비저닝과 팀 관리#조직진단#몰입과 성장,8 min read
아티클,관계,공감하는 리더가 되는 5가지 실천 팁,휴넷,2024-09-25,소통의 기술#공감리더십 #경청#######,7 min read
영상,인문,참 쉽죠? 밥 로스,휴넷리더십센터,2024-09-25,#창의적 사고#열정#평범과 위대함 사이,
아티클,조직,카멜라 해리스의 3가지 리더십 전략,윤지연,2024-09-24,위기 속 리더십#평정심#전략적 인재선발,10 min read
영상,관계,세상을 바꾸고 싶다면 은유를 바꿔라,이현우,2024-09-24,#은유#설득의 법칙#리더의 관계,
아티클,생각,조직은 리더의 꿈만큼 자란다,조영탁,2024-09-23,당신의 팀은 괜찮습니까#비전리더십#조직성장#######,9 min read
영상,관계,제프 베이조스가 직원들에게 글쓰기를 강요한 이유,홍선표,2024-09-23,#보고서#리더 글쓰기#리더의 관계,
아티클,인문,당신 조직의 구성원 심리 상태는?,김세훈,2024-09-20,리더를 위한 심리학 가이드#그릿#긍정심리학,11 min read
영상,인문,일어날 일은 일어난다,박권,2024-09-20,#인터스텔라#양자역학#혁신,
아티클,성과,"""나만 일하나요?"" 업무량 불만 해소를 위한 리더의 자세",휴넷,2024-09-19,리더를 위한 갈등 관리 가이드#업무불평등 #신뢰구축#######,6 min read
영상,생각,진짜 나를 알아야 하는 이유,박선웅,2024-09-19,#선택#정체성#자기 이해,
아티클,경영,조직의 창의성은 어디에서 오는가?,홍헌영,2024-09-13,창의적 조직의 비밀#목적중심소통#혁신조직,4 min read
아티클,인문,팀원의 침묵…동의가 아니었다고?,아티클T,2024-09-13,소통의 기술#성향차이#MBTI,9 min read
영상,인문,"무질서 속의 불가사의한 질서, 동묘 벼룩시장",정윤수,2024-09-13,#공간이야기#도시개발#동묘 벼룩시장,
아티클,생각,"'을'이 될 것인가, '러닝메이트'가 될 것인가?",태준열,2024-09-12,자기주도 리더의 성장 전략#러닝메이트#가치판단,10 min read
영상,조직,적극적으로 빠르게 실패하라,장은지,2024-09-12,#리셋하고 리드하라#성장 전략#조직문화 구축,
영상,생각,래리 페이지의 서번트 리더십,문성후,2024-09-11,#리더를 위한 리더#정체성#서번트 리더십,
아티클,생각,나는 리더로서 행복한가?,박기찬,2024-09-11,리더의 성찰과 성장#자아실현#일과삶의균형,7 min read
아티클,조직,리더의 기본기는?,박광우,2024-09-10,리더의 역할#자원배분#나만의 리더십,5 min read
영상,조직,"명확한 행동강령, 아마존웨이",박창선,2024-09-10,#Culture Deck#기업문화#조직문화 구축,
아티클,생각,"신뢰받는 리더의 비결, 책임감",휴넷,2024-09-09,신뢰받는 리더십 가이던스#책임감#팀성장,6 min read
영상,경영,리더의 데이터 리터러시가 조직을 좌우한다,강양석,2024-09-09,#의사결정#데이터 분석 원칙#DATA LITERACY,
아티클,인문,이순신 장군도 배워간 '최강 조직'의 비결,홍선표,2024-09-06,역사에서 배우는 리더십#평등리더십#오자병법,6 min read
영상,경영,"대퇴사시대, 직원 모티베이션에 집중하라",김홍재,2024-09-06,#운영관리#동기부여#업무 공간,
아티클,생각,역발상과 리포지셔닝: 기존 관념을 뒤집어 혁신을 이루다,휴넷,2024-09-05,팀 관리의 재해석#혁신적사고#성장전략,9 min read
영상,경영,틀에서 벗어나 본질을 꿰뚫어라,조용민,2024-09-05,#언바운드#혁신#사람중심,
아티클,생각,리더십은 영향력이다,조영탁,2024-09-04,당신의 팀은 괜찮습니까#상황리더십#영향력,8 min read
영상,조직,지속적인 성과가 나는 팀은 무엇이 다른가?,김봉준,2024-09-04,#인재주의#인재 배치#인재밀도 높이기,
아티클,조직,갈등을 성장과 시너지를 위한 지렛대로 활용하는 법,김지은,2024-09-03,리더를 위한 갈등 관리 가이드#갈등 관리 전략#갈등,11 min read
영상,성과,상시 피드백 운영 방안,최현진,2024-09-03,#성과평가#목표설정#과정관리,
영상,생각,"유능한 리더의 시간은 다르게 간다, 상대성이론",진원재,2024-09-02,#정체성#리더십의 본질#상대성 이론,
아티클,조직,나와 우리 팀원들은 한 배에 타고 있나요?,정석훈,2024-09-02,비저닝과 팀 관리#동기부여#자발적 참여#######,8 min read
